year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",89,13,2.25,1.6,3.16,0,5.99,2,1,1375,71,761,118,0,425
2023,8,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",62,10,1.97,0.04,0.57,0,7.42,0,1,799,218,1,62,0,518
2023,8,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62,10,2.73,1.18,1.8,0,4.28,1,0,766,56,188,78,0,444
2023,8,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",66,12,3.69,2.27,4.47,0,1.57,1,1,1397,471,320,388,0,218
2023,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",92,22,7.76,0,2.96,0,11.28,2,0,1530,628,0,134,0,768
2023,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1636,256,55.98,27.81,63.64,0,108.57,32,11,29768,9339,4557,4676,0,11196
2023,8,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",75,12,5.62,0.97,4.41,0,1,0,0,843,535,170,111,0,27
2023,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59,7,3.32,0,0.42,0,3.26,2,0,324,117,0,25,0,182
2023,8,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62,13,6.53,0.94,3.54,0,1.99,0,0,707,470,77,87,0,73
2023,8,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",30,4,0,0.82,0,0,3.18,1,0,1421,0,532,0,0,889
2023,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",58,10,2.78,0,3.18,0,4.03,1,0,1604,207,0,1049,0,348
2023,8,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",124,13,8.42,1,0.5,0,3.08,3,0,1207,282,650,18,0,257
2023,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84,17,4.11,0,4.24,0,8.65,2,2,1124,208,0,164,0,752
2023,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",166,25,6.02,2.91,11.4,0,4.68,2,0,1465,362,308,523,0,272
2023,8,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62,14,7.46,0.2,3.1,0,3.24,2,2,2641,1238,184,771,0,448
2023,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",147,30,11.85,0,11,0,7.16,3,0,1628,714,0,324,0,590
2023,8,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",154,25,7.96,0,10.66,0,6.38,2,0,1065,289,0,448,0,328
2023,8,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62,13,1.92,0,3.82,0.2,7.05,2,0,900,89,0,203,28,580
2023,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",92,20,3.74,0,9.41,0,6.85,1,0,1375,398,0,448,0,529
2023,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",119,17,5.23,3.1,1.96,0,6.71,1,0,1108,341,174,82,0,511
2023,8,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",139,17,4.17,2.6,6.67,0,3.55,2,1,891,226,118,348,0,199
2023,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",137,16,4.88,0.41,5.35,0,5.35,4,0,935,322,12,330,0,271
2023,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",323,62,24.42,3.4,8.65,0,25.53,6,3,4601,1792,851,304,0,1654
2023,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",232,38,9.94,1,13.46,0,13.6,9,1,2617,752,49,753,0,1063
2023,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",99,15,5.5,1,3.79,0,4.71,2,0,971,275,23,109,0,564
2023,8,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",79,10,2.12,1.69,0.35,0,5.84,2,0,1280,828,59,17,0,376
2023,8,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",637,109,29.44,3.89,28.21,0,47.45,8,0,8481,2548,122,1248,0,4563
2023,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62,12,4.59,0,0.2,0,7.21,0,0,878,460,0,5,0,413
2023,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",27,5,1.08,0,2.14,0,1.77,0,0,418,92,0,118,0,208
2023,8,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",205,29,8.52,0.57,11.44,0,8.48,3,0,2886,749,46,1240,0,851
2023,8,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62,11,2,0,7.29,0,1.71,0,0,456,43,0,316,0,97
2023,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",55,2,0.19,0,0.07,0,1.74,0,0,153,8,0,3,0,142
2023,8,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",218,52,18.56,0,10.92,0,22.52,1,0,3728,1539,0,646,0,1543
2023,8,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1607,262,61.84,13.84,58.28,0,128.03,19,5,24485,6954,1146,4936,0,11449
2023,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",79,14,4.58,2,4.39,0,3.03,1,0,1105,762,64,111,0,168
2023,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",150,21,9.7,0,4.91,0,6.38,2,0,1264,620,0,237,0,407
2023,8,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",58,6,1.93,0,0.07,0,4,1,0,309,180,0,3,0,126
2023,8,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31,7,3,1.2,1.12,0,1.68,0,1,718,204,61,78,0,375
2023,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",53,20,11.59,1,0.8,0,6.62,0,0,1382,653,32,54,0,643
2023,8,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",149,18,5.43,0.93,2.2,0,9.43,1,0,1427,525,28,147,0,727
2023,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",166,14,6.46,0,5.1,0,2.44,1,1,1282,912,0,178,0,192
2023,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",104,19,6.67,1,4.76,0,6.57,2,0,1141,582,37,126,0,396
2023,8,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",57,13,5.29,0,2.7,0,5.01,2,0,1063,451,0,102,0,510
2023,8,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",36,4,1,0,1,0,2,0,0,168,28,0,19,0,121
2023,8,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",147,32,11.26,0.52,8.83,0,11.38,6,0,1805,695,55,439,0,616
2023,8,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",282,43,18.59,1,8.03,0,15.37,6,0,3208,1222,15,356,0,1615
2023,8,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62,17,4.98,1.76,6.86,0,3.39,1,0,1671,256,898,273,0,244
2023,8,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",85,14,6.54,0,4.4,0,3.06,5,0,754,445,0,118,0,191
2023,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1576,213,49.85,13.99,76.24,0.1,72.82,32,0,21184,6213,2806,5420,5,6740
2023,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62,7,3.92,0.98,1.1,0,1,2,0,677,419,161,29,0,68
2023,8,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",62,7,3.27,0.09,0.9,0,2.74,0,0,989,708,60,20,0,201
2023,8,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",74,7,4.43,0,0.41,0,2.16,1,0,572,365,0,18,0,189
2023,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3171,438,116.05,18.62,141.81,0.07,161.45,77,8,37080,13761,1274,8613,6,13426
2023,8,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",27,4,1,0,1.83,0,1.17,0,0,249,29,0,83,0,137
2023,8,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",143,25,8.13,0,6.67,0,10.2,2,0,1749,411,0,300,0,1038
2023,8,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",31,7,3.35,0,1.68,0,1.98,2,0,142,56,0,28,0,58
2023,8,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",41,6,1.61,0.95,1.44,0,2,1,0,230,87,55,32,0,56
2023,8,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",58,9,5.61,0,1.24,0,2.15,0,0,467,265,0,117,0,85
2023,8,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62,12,3.51,1.66,3.08,0,3.75,2,0,967,166,258,126,0,417
2023,8,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62,9,3.18,0,3.7,0,2.12,0,0,902,187,0,301,0,414
2023,8,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",87,13,4.31,0,4.03,0,4.65,2,0,883,365,0,261,0,257
2023,8,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31,6,3,0,1.11,0,1.9,0,0,556,381,0,34,0,141
2023,8,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",35,3,2.13,0,0,0,0.87,0,0,77,57,0,0,0,20
2023,8,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",739,118,28.66,6.65,20.52,0,62.17,1,2,8708,1869,536,1379,0,4924
2023,8,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",68,14,5.37,0,3.79,0,4.84,4,0,921,429,0,139,0,353
2023,8,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",54,20,6.49,0,4.66,0,8.85,1,0,2126,641,0,198,0,1287
2023,8,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",186,29,18.38,0.9,5.2,0,4.52,2,1,3632,2351,627,231,0,423
2023,8,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27,3,2.94,0,0.06,0,0,1,0,106,105,0,1,0,0
2023,8,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",129,14,4.41,0.33,4.45,0,4.8,4,0,1400,720,80,247,0,353
2023,8,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",61,12,5.13,0,0.03,0,6.84,0,0,662,200,0,6,0,456
2023,8,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",153,30,7.15,0,14.44,0,8.41,3,0,1386,297,0,573,0,516
2023,8,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",614,98,24.12,0,17.17,0,56.71,11,0,6554,1659,0,647,0,4248
2023,8,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",276,30,14.52,0,6.7,0,8.79,5,0,1666,761,0,244,0,661
2023,8,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",89,10,3.28,1.86,2.31,0,2.55,3,0,498,197,52,103,0,146
2023,8,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",294,45,14.22,1.55,13.1,0,16.13,3,0,3044,1351,44,654,0,995
2023,8,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",31,9,4.69,0,1.31,0,3,0,0,372,178,0,36,0,158
2023,8,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",132,23,8.49,0,10.02,0,4.49,5,3,1712,765,0,500,0,447
2023,8,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",86,13,1.08,2,2.81,0,7.11,3,0,1013,38,223,225,0,527
2023,8,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",139,13,3.27,0,1.79,0,7.94,4,1,715,171,0,60,0,484
2023,8,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",263,49,17.25,2,13.28,0,16.47,2,0,4296,1751,786,744,0,1015
2023,8,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",98,12,4.4,0.02,2.7,0,4.89,1,0,866,238,4,97,0,527
2023,8,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",163,22,10.71,0.79,2.38,0,8.12,0,0,1769,1057,45,98,0,569
2023,8,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",232,48,12.89,1.14,12.12,0,21.84,4,0,4257,704,321,998,0,2234
2023,8,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62,14,6.55,1.66,2.04,0,3.75,3,0,1684,1157,44,74,0,409
2023,8,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",27,3,1,0,0,0,2,0,0,268,33,0,0,0,235
2023,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",296,70,28.43,0,6.64,0,34.93,2,0,7128,1566,0,412,0,5150
2023,8,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",93,23,10.29,0.22,2.55,1,8.93,0,0,1476,515,24,110,21,806
2023,8,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",60,26,10,0,1.21,0,14.79,2,0,4719,1617,0,38,0,3064
